OpenTime,Open,High,Low,Close,Volume,CloseTime,QuoteVolume,NumTrades,TakerBaseVolume,TakerQuoteVolue,Return,Symbol
2022-01-01 00:00:00,46216.93,47555.55,46208.37,47192.55,5757.82496,2022-01-01 06:00:00,269551415.0852791,179514,2926.20123,136988137.184251,,BTCUSDT
2022-01-01 06:00:00,47192.56,47344.69,46715.39,46758.87,3989.85668,2022-01-01 12:00:00,187649792.4106729,159760,1901.698,89449198.3306136,-0.009189586068140021,BTCUSDT
2022-01-01 12:00:00,46758.87,47954.63,46756.3,47754.48,5426.15442,2022-01-01 18:00:00,256635431.6051892,195239,2715.8581,128450332.9490485,0.021292430719561883,BTCUSDT
2022-01-01 18:00:00,47754.47,47844.97,47222.22,47722.65,4430.62719,2022-01-02 00:00:00,210318520.4823453,180386,2398.60946,113851043.3261934,-0.0006665343230625176,BTCUSDT
2022-01-02 00:00:00,47722.66,47750.0,46770.23,47081.28,4333.79921,2022-01-02 06:00:00,204913560.8187227,162090,2119.43513,100220609.399088,-0.013439530285933476,BTCUSDT
2022-01-02 06:00:00,47081.28,47499.45,46970.05,47235.5,3192.42495,2022-01-02 12:00:00,150750283.8070731,142362,1611.66837,76108769.8479579,0.0032756118780117305,BTCUSDT
2022-01-02 12:00:00,47238.89,47990.0,47013.5,47401.14,5588.49061,2022-01-02 18:00:00,264909416.3035536,221354,2851.32808,135170888.5406172,0.0035066845910385336,BTCUSDT
2022-01-02 18:00:00,47401.14,47469.34,46654.0,47286.18,5225.74563,2022-01-03 00:00:00,246037734.6340088,183818,2584.03796,121682124.4942835,-0.0024252581267032447,BTCUSDT
2022-01-03 00:00:00,47286.18,47289.11,46722.39,47078.64,4601.4399,2022-01-03 06:00:00,216160451.7432476,159956,2333.14379,109597645.0117825,-0.004389020216900574,BTCUSDT
2022-01-03 06:00:00,47078.64,47431.67,46778.0,47378.0,5494.24728,2022-01-03 12:00:00,258726608.8247459,185429,2725.52789,128353182.8504738,0.006358722342021839,BTCUSDT
2022-01-03 12:00:00,47378.0,47570.0,46263.29,46577.15,10001.2258,2022-01-03 18:00:00,468025740.0651666,299457,4907.75814,229640672.2699863,-0.016903415087171192,BTCUSDT
2022-01-03 18:00:00,46577.16,46740.96,45696.0,46446.1,7565.16412,2022-01-04 00:00:00,349290707.6924948,240782,3558.33063,164287929.9820374,-0.002813611395287241,BTCUSDT
2022-01-04 00:00:00,46446.1,46549.19,45934.5,46151.66,6545.02326,2022-01-04 06:00:00,302271635.6751263,200543,3769.03777,174026849.2455188,-0.006339391251364401,BTCUSDT
2022-01-04 06:00:00,46148.23,46772.41,46058.51,46733.77,7480.62333,2022-01-04 12:00:00,347822812.7948564,209241,3512.10732,163332994.0798105,0.012612980768188953,BTCUSDT
2022-01-04 12:00:00,46733.78,47557.54,46410.0,46555.01,10623.15334,2022-01-04 18:00:00,499556113.5457189,317684,5185.58165,243764422.690927,-0.0038250712493341776,BTCUSDT
2022-01-04 18:00:00,46555.0,46719.78,45500.0,45832.01,10842.61367,2022-01-05 00:00:00,499519862.1119118,294347,5222.54134,240601197.0645512,-0.015530014922131907,BTCUSDT
2022-01-05 00:00:00,45832.01,46549.0,45722.21,46302.8,4038.00403,2022-01-05 06:00:00,186805344.2197056,157392,2069.02503,95722607.2092198,0.010272078401100115,BTCUSDT
2022-01-05 06:00:00,46302.79,47070.0,46110.0,46270.99,6805.47625,2022-01-05 12:00:00,317225490.822581,212859,3271.97317,152550398.7919281,-0.0006869994903117016,BTCUSDT
2022-01-05 12:00:00,46271.0,46822.17,45803.67,46010.72,8262.85561,2022-01-05 18:00:00,382985953.7857952,272960,3934.97124,182452466.0526388,-0.005624906663980966,BTCUSDT
2022-01-05 18:00:00,46010.72,46365.68,42500.0,43451.13,32677.78268,2022-01-06 00:00:00,1447271755.8173666,835321,14277.02516,632561754.3033547,-0.055630296591750894,BTCUSDT
2022-01-06 00:00:00,43451.14,43816.0,42600.05,43050.01,12613.72656,2022-01-06 06:00:00,545152282.1748923,329737,6091.78934,263251911.6117354,-0.00923152056114529,BTCUSDT
2022-01-06 06:00:00,43050.0,43275.8,42430.58,42878.34,10193.75478,2022-01-06 12:00:00,437274791.3547674,310223,5030.06915,215831391.9765296,-0.003987687807738172,BTCUSDT
2022-01-06 12:00:00,42878.33,43267.09,42632.44,43005.29,10316.79898,2022-01-06 18:00:00,443068928.9704946,305120,5203.75908,223479798.7416377,0.002960702303307583,BTCUSDT
2022-01-06 18:00:00,43005.3,43581.3,42982.05,43082.31,5756.09273,2022-01-07 00:00:00,248970151.9381783,205627,2943.20905,127323459.4962426,0.0017909424631248338,BTCUSDT
2022-01-07 00:00:00,43082.3,43145.83,41000.0,41851.33,17732.69561,2022-01-07 06:00:00,744118025.0282562,425362,8085.1567,339311963.0251325,-0.028572748304350304,BTCUSDT
2022-01-07 06:00:00,41851.33,42883.47,41206.9,42258.62,11827.38146,2022-01-07 12:00:00,496868425.9243354,322880,6168.967,259242991.5728784,0.009731829311039775,BTCUSDT
2022-01-07 12:00:00,42258.62,42766.17,40610.0,41993.48,20042.64297,2022-01-07 18:00:00,834488783.0986118,467912,9757.58714,406562903.7534188,-0.006274222868612345,BTCUSDT
2022-01-07 18:00:00,41993.68,42054.0,41336.82,41566.48,5233.78814,2022-01-08 00:00:00,218375781.4140335,190481,2507.68177,104622341.8872915,-0.010168245165678047,BTCUSDT
2022-01-08 00:00:00,41566.48,42246.37,41558.0,41971.7,4534.95589,2022-01-08 06:00:00,189989431.8690395,163636,2316.1915,97039441.6236638,0.00974872060371701,BTCUSDT
2022-01-08 06:00:00,41971.7,42200.0,41739.0,41940.22,4468.08134,2022-01-08 12:00:00,187520450.7189325,170456,2167.67697,90991610.5989035,-0.0007500291863326014,BTCUSDT
2022-01-08 12:00:00,41940.22,42063.23,40801.0,40842.12,9302.49574,2022-01-08 18:00:00,385797996.3975203,301586,4425.10524,183551495.72766,-0.026182504526681027,BTCUSDT
2022-01-08 18:00:00,40842.11,42300.0,40501.0,41679.74,14647.19814,2022-01-09 00:00:00,603925615.8422743,386230,7553.56376,311572987.4713075,0.02050872971334483,BTCUSDT
2022-01-09 00:00:00,41679.74,42170.11,41388.13,41765.9,5734.42447,2022-01-09 06:00:00,239877766.7515842,182588,2887.86631,120797701.0958419,0.002067191398027024,BTCUSDT
2022-01-09 06:00:00,41765.89,41990.0,41410.0,41857.62,4119.55756,2022-01-09 12:00:00,171868720.4866275,158863,2037.91895,85035129.6918377,0.0021960498875877033,BTCUSDT
